post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate,treat,log_views,log_likes,log_retweets,log_engagement_total,velocity,log_followers,log_account_age,has_media_int,hour_of_day,propensity_score
treatment_000552,user_5027,user_58462,409,48,2022-01-01,Synthetic treatment post #552,2025-01-10,en,True,photo,,447,190,52,18312,148,67,"aigenerated,grokai,aiart",treatment,True,756,0.04128440366972477,1,9.81536646914095,6.104793232414985,5.25227342804663,6.6293632534374485,0.04128440366972477,6.016157159698354,3.8918202981106265,1,0,0.4277973732181093
treatment_000233,user_2333,user_41689,653,1209,2022-01-01,Synthetic treatment post #233,2025-03-17,en,True,photo,,276,146,107,13114,55,52,"aigenerated,syntheticmedia",treatment,True,581,0.04430379746835443,1,9.481511892300974,5.6240175061873385,4.990432586778736,6.366470447731438,0.04430379746835443,6.483107351457199,7.098375638590786,1,0,0.508706354374872
treatment_000196,user_2774,user_64434,521,1835,2022-01-01,Synthetic treatment post #196,2025-01-04,en,True,photo,,303,95,67,7065,40,29,grokai,treatment,True,494,0.06992215145081387,1,8.86304982791909,5.717027701406222,4.564348191467836,6.20455776256869,0.06992215145081387,6.257667587882639,7.515344571180436,1,0,0.5215535931954759
treatment_000486,user_8996,user_25054,296,496,2022-01-01,Synthetic treatment post #486,2025-01-08,en,True,photo,,995,207,59,16270,197,33,grokimage,treatment,True,1294,0.07953288260602336,1,9.69713966113932,6.903747257584598,5.337538079701318,7.166265974133638,0.07953288260602336,5.6937321388027,6.208590026096629,1,0,0.4913549180665336
treatment_000111,user_9913,user_37366,41,306,2022-01-01,Synthetic treatment post #111,2025-03-14,en,True,photo,,1161,300,128,18188,198,68,"aigenerated,grokimage",treatment,True,1657,0.09110402463162524,1,9.808572294739841,7.057897937411856,5.707110264748875,7.4133673356952405,0.09110402463162524,3.7376696182833684,5.726847747587197,1,0,0.4940983918867339
treatment_000482,user_9308,user_93038,545,586,2022-01-01,Synthetic treatment post #482,2025-01-03,en,True,photo,,297,192,57,10340,40,44,"syntheticmedia,grokimage",treatment,True,590,0.05705996131528046,1,9.243871855184976,5.697093486505405,5.262690188904886,6.3818160174060985,0.05705996131528046,6.302618975744905,6.375024819828097,1,0,0.4909382999664212
treatment_000602,user_4395,user_31098,520,185,2022-01-01,Synthetic treatment post #602,2025-01-17,en,True,photo,,754,300,127,16822,164,20,"grokimage,syntheticmedia",treatment,True,1201,0.0713946023065034,1,9.730502276719161,6.626717749249025,5.707110264748875,7.091742115095153,0.0713946023065034,6.255750041753367,5.225746673713202,1,0,0.46087910484687666
treatment_000668,user_3379,user_53285,221,1072,2022-01-01,Synthetic treatment post #668,2025-02-26,en,True,photo,,592,276,55,14216,131,18,"grokai,aiart",treatment,True,941,0.06619302194710186,1,9.562193710635698,6.385194398997726,5.6240175061873385,6.848005274576363,0.06619302194710186,5.402677381872279,6.9782137426306985,1,0,0.5140932157778659
treatment_000433,user_6753,user_73142,143,1159,2022-01-01,Synthetic treatment post #433,2025-01-23,en,True,photo,,343,153,50,10690,66,33,grokimage,treatment,True,579,0.054162768942937325,1,9.2771575450135,5.840641657373398,5.0369526024136295,6.363028103540465,0.054162768942937325,4.969813299576001,7.05617528410041,1,0,0.519593981459356
treatment_000583,user_6472,user_21067,261,1270,2022-01-01,Synthetic treatment post #583,2025-01-06,en,True,photo,,330,112,139,16316,121,21,"syntheticmedia,grokai",treatment,True,602,0.03689629811228242,1,9.69996278809107,5.802118375377063,4.727387818712341,6.401917196727186,0.03689629811228242,5.568344503761097,7.147559271189454,1,0,0.5172702186849757
treatment_000722,user_7962,user_40447,626,336,2022-01-01,Synthetic treatment post #722,2025-04-29,en,True,photo,,767,190,170,17132,92,63,"grokimage,syntheticmedia,aigenerated",treatment,True,1190,0.06946065841699743,1,9.748761707332973,6.643789733147672,5.25227342804663,7.0825485693553,0.06946065841699743,6.440946540632921,5.820082930352362,1,0,0.47512704786780346
treatment_000621,user_3977,user_41968,288,563,2022-01-01,Synthetic treatment post #621,2025-04-28,en,True,photo,,785,263,61,15515,194,16,"syntheticmedia,grokai,aiart",treatment,True,1125,0.07251047373509507,1,9.649627028559857,6.666956792429207,5.575949103146316,7.026426808699636,0.07251047373509507,5.666426688112432,6.335054251498059,1,0,0.4949283784062523
treatment_000767,user_6586,user_34568,999,408,2022-01-01,Synthetic treatment post #767,2025-03-30,en,False,photo,,1036,193,119,13500,66,43,"aiart,syntheticmedia,grokai",treatment,True,1391,0.10303703703703704,1,9.510519035757246,6.9440872082295275,5.267858159063328,7.238496840894365,0.10303703703703704,6.907755278982137,6.013715156042802,0,0,0.4732057719429412
treatment_000327,user_8068,user_86335,314,135,2022-01-01,Synthetic treatment post #327,2025-03-20,en,True,photo,,939,138,115,12346,83,52,"syntheticmedia,aiart,grokimage",treatment,True,1244,0.1007613802041147,1,9.421168397567744,6.84587987526405,4.9344739331306915,7.126890808898808,0.1007613802041147,5.752572638825633,4.912654885736052,1,0,0.45659245305022356
treatment_000254,user_3284,user_29346,74,1326,2022-01-01,Synthetic treatment post #254,2025-03-05,en,True,photo,,554,167,59,9906,86,44,"grokai,syntheticmedia,aigenerated",treatment,True,824,0.08318190995356349,1,9.20099685697303,6.318968113746434,5.123963979403259,6.715383386334681,0.08318190995356349,4.31748811353631,7.190676034332207,1,0,0.5283244575812132
treatment_000322,user_2115,user_27204,294,1852,2022-01-01,Synthetic treatment post #322,2025-01-15,en,True,photo,,1016,303,213,24163,350,29,"aigenerated,grokai,grokimage",treatment,True,1561,0.06460290526838555,1,10.092619201258632,6.92461239604856,5.717027701406222,7.3537223303996315,0.06460290526838555,5.68697535633982,7.52456122628536,1,0,0.5263191692479404
treatment_000506,user_3975,user_79054,245,606,2022-01-01,Synthetic treatment post #506,2025-03-20,en,True,photo,,412,112,23,5865,86,14,"grokimage,aigenerated",treatment,True,561,0.09565217391304348,1,8.676928249537397,6.023447592961033,4.727387818712341,6.331501849893691,0.09565217391304348,5.5053315359323625,6.408528791059498,1,0,0.4981580417508547
treatment_000754,user_8645,user_46319,104,1432,2022-01-01,Synthetic treatment post #754,2025-04-02,en,True,photo,,2107,211,104,27770,340,99,"syntheticmedia,aiart",treatment,True,2521,0.09078141879726323,1,10.23174758973532,7.653494909661253,5.356586274672012,7.8328075165248645,0.09078141879726323,4.653960350157523,7.267525427828172,1,0,0.5276946694289127
treatment_000494,user_9832,user_74167,716,647,2022-01-01,Synthetic treatment post #494,2025-01-22,en,True,photo,,589,77,50,14876,116,65,grokimage,treatment,True,781,0.05250067222371605,1,9.607571675157244,6.380122536899765,4.356708826689592,6.661854740545311,0.05250067222371605,6.57507584059962,6.473890696352274,1,0,0.49139921638303785
treatment_000086,user_9339,user_47565,886,873,2022-01-01,Synthetic treatment post #86,2025-04-09,en,True,photo,,766,105,121,13020,74,28,"grokai,syntheticmedia,aiart",treatment,True,1020,0.07834101382488479,1,9.474318717728728,6.642486801367256,4.663439094112067,6.928537818164665,0.07834101382488479,6.787844982309579,6.773080375655535,1,0,0.49765153239252785
treatment_000365,user_3510,user_50130,60,78,2022-01-01,Synthetic treatment post #365,2025-01-30,en,True,photo,,325,65,26,7063,52,27,"aigenerated,grokai,grokimage",treatment,True,443,0.06272122327622823,1,8.862766742283796,5.786897381366708,4.189654742026425,6.095824562432225,0.06272122327622823,4.110873864173311,4.3694478524670215,1,0,0.4552191713077642
treatment_000265,user_7361,user_60315,233,516,2022-01-01,Synthetic treatment post #265,2025-02-15,en,True,photo,,1432,331,207,21666,253,55,aiart,treatment,True,2025,0.09346441428967045,1,9.983545644706707,7.267525427828172,5.805134968916488,7.613818684808629,0.09346441428967045,5.455321115357702,6.248042874508429,1,0,0.4942949076613353
treatment_000287,user_4316,user_70712,329,142,2022-01-01,Synthetic treatment post #287,2025-02-19,en,True,photo,,463,115,42,6327,74,14,syntheticmedia,treatment,True,634,0.10020546862652126,1,8.75273950944749,6.139884552226255,4.7535901911063645,6.453624998892692,0.10020546862652126,5.799092654460526,4.962844630259907,1,0,0.45754835177154274
treatment_000358,user_2292,user_81090,91,1982,2022-01-01,Synthetic treatment post #358,2025-02-23,en,True,photo,,279,66,31,4774,60,13,aiart,treatment,True,389,0.08148303309593632,1,8.471149252914831,5.634789603169249,4.204692619390966,5.966146739123692,0.08148303309593632,4.5217885770490405,7.592366128519796,1,0,0.537326770974053
treatment_000596,user_6040,user_36037,287,1448,2022-01-01,Synthetic treatment post #596,2025-01-12,en,True,photo,,696,248,160,16677,245,36,aiart,treatment,True,1140,0.06835761827666846,1,9.72184576464693,6.546785410760524,5.517452896464707,7.039660349862076,0.06835761827666846,5.662960480135946,7.278628942320682,1,0,0.5199946537938762
treatment_000626,user_1997,user_61458,97,1282,2022-01-01,Synthetic treatment post #626,2025-02-05,en,True,photo,,303,204,75,10453,33,40,"grokimage,aiart",treatment,True,622,0.059504448483688896,1,9.254739959272866,5.717027701406222,5.3230099791384085,6.434546518787453,0.059504448483688896,4.584967478670572,7.1569563646156364,1,0,0.5253139192142351
treatment_000221,user_6822,user_34441,360,1773,2022-01-01,Synthetic treatment post #221,2025-04-04,en,True,photo,,300,91,93,13533,101,27,"grokimage,aigenerated",treatment,True,511,0.03775955072785044,1,9.51296031679217,5.707110264748875,4.5217885770490405,6.238324625039508,0.03775955072785044,5.8888779583328805,7.480992162869525,1,0,0.5235660797348949
treatment_000113,user_5738,user_86153,497,634,2022-01-01,Synthetic treatment post #113,2025-01-14,en,True,photo,,220,134,18,8213,75,23,"grokimage,aiart,grokai",treatment,True,395,0.04809448435407281,1,9.013595294516504,5.3981627015177525,4.90527477843843,5.981414211254481,0.04809448435407281,6.210600077024653,6.453624998892692,1,0,0.4937549984300237
treatment_000643,user_4536,user_54729,760,108,2022-01-01,Synthetic treatment post #643,2025-03-10,en,False,photo,,776,128,106,12951,61,24,grokimage,treatment,True,1034,0.07983939464134043,1,9.469005495357472,6.655440350367647,4.859812404361672,6.942156705699469,0.07983939464134043,6.634633357861686,4.6913478822291435,0,0,0.4405262344462598
treatment_000174,user_3892,user_57122,520,1973,2022-01-01,Synthetic treatment post #174,2025-03-14,en,True,photo,,290,156,120,13733,188,44,grokimage,treatment,True,610,0.044418553848394375,1,9.527629789180622,5.673323267171493,5.056245805348308,6.415096959171596,0.044418553848394375,6.255750041753367,7.587817219993427,1,0,0.5234888547170581
treatment_000599,user_6209,user_96411,693,798,2022-01-01,Synthetic treatment post #599,2025-03-17,en,True,photo,,592,143,71,10616,81,16,syntheticmedia,treatment,True,822,0.07743029389600603,1,9.270211769013573,6.385194398997726,4.969813299576001,6.71295620067707,0.07743029389600603,6.542471960506805,6.683360945766275,1,0,0.4972182258441228
treatment_000453,user_2123,user_42655,412,1717,2022-01-01,Synthetic treatment post #453,2025-02-12,en,True,photo,,463,123,89,10846,114,34,grokimage,treatment,True,709,0.06536972155633414,1,9.291643823040218,6.139884552226255,4.820281565605037,6.565264970035361,0.06536972155633414,6.023447592961033,7.4489161025442,1,0,0.5216498466438331
treatment_000018,user_8393,user_32485,466,1982,2022-01-01,Synthetic treatment post #18,2025-04-15,en,True,photo,,529,63,49,7633,49,13,syntheticmedia,treatment,True,654,0.08568059740600026,1,8.940367233305174,6.272877006546167,4.1588830833596715,6.484635235635252,0.08568059740600026,6.1463292576688975,7.592366128519796,1,0,0.5244762527694371
treatment_000423,user_8717,user_97461,299,520,2022-01-01,Synthetic treatment post #423,2025-01-29,en,False,photo,,1055,206,108,13422,184,45,"grokimage,grokai",treatment,True,1414,0.10534942631500521,1,9.504724932487637,6.962243464266207,5.332718793265369,7.254884810077338,0.10534942631500521,5.703782474656201,6.255750041753367,0,0,0.4891679816726659
treatment_000285,user_8365,user_42852,233,1762,2022-01-01,Synthetic treatment post #285,2025-01-16,en,True,photo,,451,45,22,8935,88,36,"syntheticmedia,aigenerated",treatment,True,554,0.06200335758254057,1,9.097843340749037,6.113682179832232,3.828641396489095,6.318968113746434,0.06200335758254057,5.455321115357702,7.47477218239787,1,0,0.5268355008428042
treatment_000428,user_4009,user_23865,712,1102,2022-01-01,Synthetic treatment post #428,2025-01-20,en,True,photo,,796,113,100,10317,54,26,aiart,treatment,True,1035,0.10031986042454202,1,9.241645221804594,6.680854678790215,4.736198448394496,6.943122422819428,0.10031986042454202,6.569481420414296,7.005789019253503,1,0,0.5055631589220303
treatment_000031,user_2993,user_74923,306,62,2022-01-01,Synthetic treatment post #31,2025-03-31,en,False,photo,,674,391,61,27243,120,111,grokai,treatment,True,1237,0.045406159380391296,1,10.21258859236121,6.51471269087253,5.971261839790462,7.121252453244542,0.045406159380391296,5.726847747587197,4.143134726391533,0,0,0.43329833636619175
treatment_000439,user_5250,user_15289,137,1950,2022-01-01,Synthetic treatment post #439,2025-01-23,en,True,photo,,541,224,73,12663,44,48,"grokai,syntheticmedia,aigenerated",treatment,True,886,0.06996762220642817,1,9.446518601560848,6.295266001439646,5.41610040220442,6.787844982309579,0.06996762220642817,4.927253685157205,7.576097340623111,1,0,0.5336935021500552
treatment_000755,user_5978,user_61187,766,1060,2022-01-01,Synthetic treatment post #755,2025-01-19,en,True,photo,,189,46,14,5931,43,17,aiart,treatment,True,266,0.04484909795987186,1,8.688116703257823,5.247024072160486,3.8501476017100584,5.58724865840025,0.04484909795987186,6.642486801367256,6.966967138613983,1,0,0.5039529431046925
treatment_000664,user_1867,user_56314,473,1045,2022-01-01,Synthetic treatment post #664,2025-02-23,en,True,photo,,865,285,77,15662,97,23,aigenerated,treatment,True,1250,0.07981100753415911,1,9.659056522078663,6.763884908562435,5.655991810819852,7.1316985104669115,0.07981100753415911,6.161207321695077,6.952728644624869,1,0,0.5073963400374706
treatment_000188,user_2281,user_27008,849,733,2022-01-01,Synthetic treatment post #188,2025-04-21,en,True,photo,,541,328,159,23825,130,117,"grokai,aigenerated",treatment,True,1145,0.04805876180482686,1,10.078532700359306,6.295266001439646,5.796057750765372,7.044032897274685,0.04805876180482686,6.745236349484363,6.598509028614515,1,0,0.49335582150182833
treatment_000341,user_9121,user_39433,399,715,2022-01-01,Synthetic treatment post #341,2025-01-26,en,True,photo,,349,134,63,7019,79,21,"grokai,syntheticmedia",treatment,True,567,0.08078073799686565,1,8.856518497019858,5.857933154483459,4.90527477843843,6.342121418721152,0.08078073799686565,5.991464547107982,6.573680166960646,1,0,0.4986820069914293
treatment_000147,user_8006,user_20188,99,606,2022-01-01,Synthetic treatment post #147,2025-04-28,en,False,photo,,402,72,18,6122,19,7,"grokai,aigenerated,grokimage",treatment,True,499,0.0815093106827834,1,8.719807451477955,5.998936561946683,4.290459441148391,6.214608098422191,0.0815093106827834,4.605170185988092,6.408528791059498,0,0,0.501946282619623
treatment_000083,user_2045,user_64816,438,1853,2022-01-01,Synthetic treatment post #83,2025-04-01,en,True,photo,,794,273,31,14202,120,62,"grokai,aiart",treatment,True,1160,0.08167863681171667,1,9.561208488881128,6.678342114654332,5.6131281063880705,7.057036981697891,0.08167863681171667,6.0844994130751715,7.5251007461258,1,0,0.5231844559138301
treatment_000757,user_8877,user_85368,206,1851,2022-01-01,Synthetic treatment post #757,2025-04-12,en,True,photo,,560,144,84,8631,43,41,"grokai,aiart",treatment,True,829,0.09604912524620554,1,9.06323150693797,6.329720905522696,4.976733742420574,6.721425700790643,0.09604912524620554,5.332718793265369,7.524021415206125,1,0,0.5291093916888484
treatment_000479,user_1102,user_88507,590,707,2022-01-01,Synthetic treatment post #479,2025-02-17,en,True,photo,,707,90,61,8930,106,17,grokai,treatment,True,875,0.09798432250839866,1,9.097283649683886,6.56244409369372,4.51085950651685,6.775366090936392,0.09798432250839866,6.3818160174060985,6.56244409369372,1,0,0.49528406377982565
treatment_000048,user_2644,user_64180,503,702,2022-01-01,Synthetic treatment post #48,2025-03-23,en,True,photo,,756,221,57,11764,41,31,"syntheticmedia,aigenerated",treatment,True,1065,0.09053043182590956,1,9.372884301161463,6.6293632534374485,5.402677381872279,6.97166860472579,0.09053043182590956,6.222576268071369,6.555356891810665,1,0,0.49636036684327856
treatment_000155,user_4636,user_77136,279,200,2022-01-01,Synthetic treatment post #155,2025-04-26,en,False,photo,,397,123,35,7937,45,32,"aiart,grokimage",treatment,True,587,0.0739574146402923,1,8.97941663334301,5.986452005284438,4.820281565605037,6.376726947898627,0.0739574146402923,5.634789603169249,5.303304908059076,0,0,0.46448896842740645
treatment_000363,user_3930,user_95300,743,123,2022-01-01,Synthetic treatment post #363,2025-03-03,en,True,photo,,144,65,16,3417,45,14,aigenerated,treatment,True,239,0.06994439566871524,1,8.136810863675537,4.976733742420574,4.189654742026425,5.480638923341991,0.06994439566871524,6.612041034833092,4.820281565605037,1,0,0.44740089299232666
treatment_000426,user_2571,user_96051,421,228,2022-01-01,Synthetic treatment post #426,2025-03-19,en,False,photo,,253,189,26,9906,67,45,grokimage,treatment,True,513,0.05178679588128407,1,9.20099685697303,5.537334267018537,5.247024072160486,6.2422232654551655,0.05178679588128407,6.045005314036012,5.43372200355424,0,0,0.4646926633079489
treatment_000532,user_8719,user_89582,687,581,2022-01-01,Synthetic treatment post #532,2025-02-24,en,True,photo,,497,112,60,7468,64,23,"syntheticmedia,grokai,grokimage",treatment,True,692,0.09266202463845742,1,8.918516400357067,6.210600077024653,4.727387818712341,6.541029999189903,0.09266202463845742,6.5337888379333435,6.366470447731438,1,0,0.48887632070983184
treatment_000710,user_2785,user_33798,604,1690,2022-01-01,Synthetic treatment post #710,2025-01-09,en,True,photo,,407,57,63,7371,91,8,grokai,treatment,True,535,0.07258173924840591,1,8.905444318789714,6.0112671744041615,4.060443010546419,6.284134161070802,0.07258173924840591,6.405228458030842,7.43307534889858,1,0,0.5182030798753748
treatment_000674,user_8122,user_55452,213,1696,2022-01-01,Synthetic treatment post #674,2025-01-24,en,True,photo,,764,244,103,13282,155,54,"syntheticmedia,aiart,grokai",treatment,True,1165,0.08771269387140491,1,9.494240301132503,6.639875833826536,5.501258210544727,7.061334366910438,0.08771269387140491,5.365976015021851,7.436617265234227,1,0,0.5265329371156081
treatment_000711,user_7134,user_46005,164,431,2022-01-01,Synthetic treatment post #711,2025-04-04,en,True,photo,,965,322,95,17666,164,33,"grokimage,aigenerated",treatment,True,1415,0.08009736216460998,1,9.77945377161268,6.873163834212518,5.777652323222656,7.255591274253665,0.08009736216460998,5.10594547390058,6.068425588244111,1,0,0.4923012702506744
treatment_000243,user_5703,user_72627,842,456,2022-01-01,Synthetic treatment post #243,2025-04-14,en,True,photo,,595,119,83,10425,73,11,"grokai,grokimage,aigenerated",treatment,True,808,0.07750599520383693,1,9.252057965328051,6.39024066706535,4.787491742782046,6.695798917058491,0.07750599520383693,6.736966958001855,6.124683390894205,1,0,0.4808515595320014
treatment_000781,user_4832,user_86645,745,1631,2022-01-01,Synthetic treatment post #781,2025-01-11,en,True,photo,,471,169,40,10451,152,39,"aigenerated,grokimage",treatment,True,719,0.06879724428284374,1,9.254548626640503,6.156978985585555,5.135798437050262,6.579251212010101,0.06879724428284374,6.61472560020376,7.397561535524052,1,0,0.5155996378275756
treatment_000312,user_5919,user_70359,561,1486,2022-01-01,Synthetic treatment post #312,2025-04-10,en,True,photo,,715,197,98,10752,82,40,syntheticmedia,treatment,True,1050,0.09765625,1,9.282940064390527,6.573680166960646,5.288267030694535,6.957497370876951,0.09765625,6.331501849893691,7.304515946460155,1,0,0.5153788041068887
treatment_000613,user_2762,user_61015,1063,1090,2022-01-01,Synthetic treatment post #613,2025-01-27,en,True,photo,,304,126,71,11596,128,20,"aiart,grokimage",treatment,True,521,0.044929285960676094,1,9.358501722956703,5.720311776607412,4.844187086458591,6.257667587882639,0.044929285960676094,6.96979066990159,6.994849985833071,1,0,0.5020941069779109
treatment_000430,user_9551,user_21582,438,447,2022-01-01,Synthetic treatment post #430,2025-01-01,en,True,photo,,397,112,32,8717,97,18,"grokimage,syntheticmedia,grokai",treatment,True,559,0.06412756682344843,1,9.073145132798338,5.986452005284438,4.727387818712341,6.327936783729195,0.06412756682344843,6.0844994130751715,6.104793232414985,1,0,0.48549948185637365
treatment_000370,user_1517,user_96889,140,202,2022-01-01,Synthetic treatment post #370,2025-02-23,en,False,photo,,365,215,153,16074,132,78,"aigenerated,grokimage",treatment,True,811,0.050454149558292895,1,9.68502054910582,5.902633333401366,5.375278407684165,6.699500340161678,0.050454149558292895,4.948759890378168,5.313205979041787,0,0,0.47017515500948837
treatment_000181,user_8164,user_38494,719,312,2022-01-01,Synthetic treatment post #181,2025-03-09,en,False,photo,,892,206,54,13353,146,51,grokimage,treatment,True,1203,0.09009211413165581,1,9.499571244417814,6.794586580876499,5.332718793265369,7.093404625868766,0.09009211413165581,6.579251212010101,5.746203190540153,0,0,0.46872782391431195
treatment_000538,user_1405,user_70082,1044,1385,2022-01-01,Synthetic treatment post #538,2025-03-22,en,True,photo,,948,272,107,15179,219,58,"aiart,aigenerated,syntheticmedia",treatment,True,1385,0.09124448250872917,1,9.627734050949622,6.855408798609928,5.60947179518496,7.234177179749849,0.09124448250872917,6.951772164398911,7.234177179749849,1,0,0.5085899090127979
treatment_000296,user_2155,user_54973,360,802,2022-01-01,Synthetic treatment post #296,2025-03-01,en,True,photo,,492,63,39,6580,59,23,"syntheticmedia,grokai,aiart",treatment,True,617,0.09376899696048632,1,8.791941988456118,6.20050917404269,4.1588830833596715,6.42648845745769,0.09376899696048632,5.8888779583328805,6.688354713946762,1,0,0.502540952285691
treatment_000461,user_8414,user_50919,712,522,2022-01-01,Synthetic treatment post #461,2025-04-11,en,True,photo,,489,60,43,7318,66,30,"syntheticmedia,grokai",treatment,True,622,0.08499590051926756,1,8.898228985601227,6.194405391104672,4.110873864173311,6.434546518787453,0.08499590051926756,6.569481420414296,6.259581464064923,1,0,0.4857572633219527
treatment_000355,user_1869,user_15234,1000,1098,2022-01-01,Synthetic treatment post #355,2025-02-18,en,True,photo,,661,117,185,22353,328,36,"grokimage,aigenerated,grokai",treatment,True,999,0.04469198765266407,1,10.014760554945557,6.495265555937008,4.770684624465665,6.907755278982137,0.04469198765266407,6.90875477931522,7.002155954403621,1,0,0.502772733720699
treatment_000209,user_7558,user_48272,185,1254,2022-01-01,Synthetic treatment post #209,2025-01-18,en,True,photo,,247,52,23,4052,45,14,aiart,treatment,True,336,0.08292201382033564,1,8.307212626628308,5.5134287461649825,3.970291913552122,5.820082930352362,0.08292201382033564,5.225746673713202,7.134890851565884,1,0,0.519651225597373
treatment_000140,user_8801,user_75510,1451,1984,2022-01-01,Synthetic treatment post #140,2025-04-11,en,False,photo,,1232,137,50,18273,244,57,grokimage,treatment,True,1476,0.08077491380725661,1,9.813234563558566,7.117205503164344,4.927253685157205,7.29776828253138,0.08077491380725661,7.280697195384741,7.59337419312129,0,0,0.512152216156582
treatment_000282,user_4819,user_99739,321,1781,2022-01-01,Synthetic treatment post #282,2025-02-10,en,True,photo,,873,100,96,11780,58,36,"aigenerated,grokimage",treatment,True,1105,0.09380305602716468,1,9.37424334324612,6.773080375655535,4.61512051684126,7.00850518208228,0.09380305602716468,5.7745515455444085,7.485491608030754,1,0,0.5245910147653354
treatment_000291,user_7754,user_88614,262,1819,2022-01-01,Synthetic treatment post #291,2025-01-07,en,True,photo,,359,81,35,7219,99,17,"grokimage,syntheticmedia,aigenerated",treatment,True,492,0.06815348386203075,1,8.884610231886873,5.886104031450156,4.406719247264253,6.20050917404269,0.06815348386203075,5.572154032177765,7.506591780070841,1,0,0.5267526987108699
treatment_000129,user_4921,user_13814,208,1538,2022-01-01,Synthetic treatment post #129,2025-02-12,en,True,photo,,434,90,79,10053,54,48,"grokai,aiart,grokimage",treatment,True,651,0.06475678901820352,1,9.215725844252521,6.075346031088684,4.51085950651685,6.480044561926653,0.06475678901820352,5.342334251964811,7.338888133838879,1,0,0.5241323909694233
treatment_000597,user_3737,user_63853,1109,878,2022-01-01,Synthetic treatment post #597,2025-03-03,en,True,photo,,1123,138,101,18344,59,70,"grokai,aigenerated",treatment,True,1432,0.07806367204535543,1,9.817112336789382,7.024649030453636,4.9344739331306915,7.267525427828172,0.07806367204535543,7.01211529430638,6.778784897685177,1,0,0.4960221045015237
treatment_000516,user_3674,user_98887,263,954,2022-01-01,Synthetic treatment post #516,2025-01-07,en,True,photo,,323,133,31,14496,211,47,"grokimage,grokai,syntheticmedia",treatment,True,534,0.03683774834437086,1,9.581697010450897,5.780743515792329,4.897839799950911,6.282266746896006,0.03683774834437086,5.575949103146316,6.86171134048073,1,0,0.5096269523938987
treatment_000410,user_4372,user_38090,133,1145,2022-01-01,Synthetic treatment post #410,2025-02-04,en,True,photo,,835,80,50,11214,79,54,"syntheticmedia,aigenerated",treatment,True,1019,0.09086855716069199,1,9.32500744695431,6.728628613084702,4.394449154672439,6.927557906278317,0.09086855716069199,4.897839799950911,7.044032897274685,1,0,0.519842786508699
treatment_000680,user_6006,user_56175,1252,777,2022-01-01,Synthetic treatment post #680,2025-04-17,en,True,photo,,772,284,119,15695,138,31,"aigenerated,syntheticmedia,grokimage",treatment,True,1206,0.07683975788467665,1,9.661161181805145,6.650279048587422,5.652489180268651,7.095893221097532,0.07683975788467665,7.133295954896068,6.656726524178391,1,0,0.49182010181399977
treatment_000156,user_2818,user_43860,156,545,2022-01-01,Synthetic treatment post #156,2025-01-23,en,True,photo,,587,100,56,9183,49,24,syntheticmedia,treatment,True,767,0.08352390286398781,1,9.125218118559348,6.376726947898627,4.61512051684126,6.643789733147672,0.08352390286398781,5.056245805348308,6.302618975744905,1,0,0.4989125893714503
treatment_000419,user_4700,user_33498,502,1604,2022-01-01,Synthetic treatment post #419,2025-03-02,en,True,photo,,752,145,104,12955,55,40,"aiart,syntheticmedia,aigenerated",treatment,True,1041,0.08035507526051718,1,9.46931428029122,6.6240652277998935,4.983606621708336,6.948897222313312,0.08035507526051718,6.220590170099739,7.380879035564116,1,0,0.5182835054514983
treatment_000390,user_3485,user_64322,356,392,2022-01-01,Synthetic treatment post #390,2025-02-16,en,True,photo,,169,32,33,3877,21,5,syntheticmedia,treatment,True,239,0.061645602269796235,1,8.263074835802596,5.135798437050262,3.4965075614664802,5.480638923341991,0.061645602269796235,5.877735781779639,5.973809611869261,1,0,0.4836658499380804
treatment_000578,user_6312,user_99247,1347,129,2022-01-01,Synthetic treatment post #578,2025-02-11,en,True,photo,,576,171,64,10573,105,13,grokimage,treatment,True,824,0.07793436110848387,1,9.266153436795395,6.3578422665081,5.147494476813453,6.715383386334681,0.07793436110848387,7.206377291472252,4.867534450455582,1,0,0.4439766029273362
treatment_000721,user_7034,user_62636,218,33,2022-01-01,Synthetic treatment post #721,2025-01-31,en,False,photo,,223,51,78,8070,61,26,"grokai,grokimage,aigenerated",treatment,True,378,0.04684014869888476,1,8.996032669324372,5.4116460518550396,3.9512437185814275,5.937536205082426,0.04684014869888476,5.389071729816501,3.5263605246161616,0,0,0.4199027250661876
treatment_000714,user_1893,user_39083,464,1638,2022-01-01,Synthetic treatment post #714,2025-01-27,en,True,photo,,918,102,65,12603,132,26,"syntheticmedia,grokai",treatment,True,1111,0.08815361421883679,1,9.441769502877165,6.823286122355687,4.634728988229636,7.013915474810528,0.08815361421883679,6.142037405587356,7.40184157874383,1,0,0.519462116654646
treatment_000041,user_8623,user_31251,571,479,2022-01-01,Synthetic treatment post #41,2025-01-05,en,True,photo,,477,95,38,9013,50,30,"grokai,aigenerated,aiart",treatment,True,640,0.0710085432153556,1,9.106534203250593,6.169610732491456,4.564348191467836,6.46302945692067,0.0710085432153556,6.349138991379798,6.173786103901937,1,0,0.4852297956802689
